Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Costos,Ingresos,Utilidad Bruta,"Amort, Gastos Fin, Impuestos ",Utilidad Neta,ROS,Margen_Utilidad_Bruta,Rentabilidad_Costos,Rentabilidad_Bruta
2018-03-11,533,21,5.7,34,1.0,1520,-8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,555.2083333333334,534.5462328767123,480.57998287671234,53.96625000000001,0.09720000000000001,96.27849597779434,261.1847237569061,2587.085635359116
2018-03-11,419,22,5.3,31,2.3,1842,-10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,436.45833333333337,415.79623287671234,373.37248287671235,42.423750000000005,0.09720000000000001,95.2659626638768,205.32157458563537,2012.3618784530386
2018-03-11,288,23,4.2,34,1.7,1476,-10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,300.0,279.33789954337897,250.17789954337897,29.160000000000004,0.09720000000000001,93.11263318112633,141.127955801105,1351.9337016574584
2018-03-12,222,0,3.5,46,1.1,1040,-7.0,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,231.25000000000003,210.58789954337902,188.110399543379,22.477500000000006,0.09720000000000001,91.06503764038011,108.7861325966851,1019.1988950276244
2018-03-12,163,1,2.9,51,0.8,1119,-6.2,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,169.79166666666669,149.12956621004568,132.62581621004568,16.503750000000004,0.09720000000000001,87.83091016051769,79.87450276243095,721.7541436464089
2018-03-12,95,2,2.7,46,0.4,1363,-7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,98.95833333333334,78.29623287671234,68.67748287671233,9.618750000000002,0.09720000000000001,79.12040374909878,46.55262430939228,378.9364640883978
2018-03-12,60,3,2.3,48,0.8,1448,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,62.50000000000001,41.837899543379,35.762899543379,6.075000000000001,0.09720000000000001,66.9406392694064,29.40165745856354,202.48618784530387
2018-03-12,47,4,2.8,52,0.6,1249,-6.1,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,48.958333333333336,28.29623287671233,23.537482876712332,4.758750000000001,0.09720000000000001,57.79656076945498,23.03129834254144,136.9475138121547
2018-03-12,106,5,3.3,53,0.4,1208,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,110.41666666666667,89.75456621004567,79.02206621004567,10.732500000000002,0.09720000000000001,81.28715430343757,51.94292817679559,434.3922651933702
2018-03-12,261,6,2.8,57,0.7,920,-4.8,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,271.875,251.212899543379,224.78664954337899,26.426250000000003,0.09720000000000001,92.40014695848423,127.8972099447514,1215.8149171270718
2018-03-12,662,7,3.0,53,0.5,1094,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,689.5833333333334,668.9212328767123,601.8937328767123,67.0275,0.0972,97.00368331746886,324.39828729281766,3237.4309392265195
2018-03-12,1066,8,3.8,47,0.8,1229,-6.5,0.06,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1110.4166666666667,1089.7545662100458,981.8220662100458,107.93250000000002,0.09720000000000001,98.13924798889718,522.3694475138122,5274.171270718233
2018-03-12,604,9,4.8,43,1.0,1200,-6.7,0.18,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,629.1666666666667,608.5045662100457,547.3495662100457,61.155000000000015,0.09720000000000001,96.71595754331851,295.97668508287296,2945.027624309392
2018-03-12,406,10,6.6,40,1.0,1061,-6.0,0.65,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,422.9166666666667,402.2545662100457,361.1470662100457,41.10750000000001,0.09720000000000002,95.11438018759702,198.9512154696133,1946.8232044198896
2018-03-12,463,11,9.2,33,1.1,892,-6.2,1.54,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,482.2916666666667,461.6295662100457,414.7508162100457,46.878750000000004,0.09720000000000001,95.71584958134856,226.88279005524862,2234.1850828729284
2018-03-12,581,12,11.7,32,1.6,690,-4.4,1.99,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,605.2083333333334,584.5462328767123,525.7199828767124,58.82625000000001,0.09720000000000001,96.5859524202485,284.7060497237569,2829.074585635359
2018-03-12,588,13,13.6,34,1.8,458,-1.9,2.23,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,612.5,591.837899543379,532.302899543379,59.535000000000004,0.09720000000000001,96.62659584381697,288.13624309392264,2864.3646408839777
2018-03-12,603,14,14.9,34,2.8,403,-0.8,2.22,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,628.125,607.462899543379,546.4091495433789,61.05375000000001,0.09720000000000001,96.71051137009017,295.48665745856357,2939.986187845304
2018-03-12,694,15,15.3,32,2.9,458,-1.3,2.02,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,722.9166666666667,702.2545662100457,631.9870662100457,70.26750000000001,0.09720000000000001,97.14184201176424,340.0791712707183,3398.756906077348
2018-03-12,752,16,14.5,34,3.1,471,-1.2,1.59,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,783.3333333333334,762.6712328767123,686.5312328767124,76.14000000000001,0.09720000000000001,97.36228504809094,368.50077348066304,3691.1602209944754
2018-03-12,931,17,13.7,38,2.6,436,-0.3,1.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,969.7916666666667,949.1295662100457,854.8658162100458,94.26375000000002,0.09720000000000001,97.86942895398967,456.21571823204425,4593.577348066299
2018-03-12,1425,18,12.2,43,2.8,463,0.0,0.41,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1484.375,1463.712899543379,1319.431649543379,144.28125,0.0972,98.60802691660659,698.2893646408841,7084.0469613259675
2018-03-12,946,19,10.6,47,2.0,425,-0.2,0.03,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,985.4166666666667,964.7545662100457,868.9720662100457,95.78250000000001,0.09720000000000001,97.9032117929856,463.5661325966852,4669.1988950276245
2018-03-12,801,20,9.4,50,2.1,391,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,834.3750000000001,813.7128995433791,732.611649543379,81.10125000000002,0.09720000000000001,97.52364339096677,392.51212707182333,3938.190607734807
2018-03-12,771,21,8.7,49,1.7,464,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,803.1250000000001,782.4628995433791,704.399149543379,78.06375000000001,0.09720000000000001,97.42728710267754,377.8112983425415,3786.947513812155
2018-03-12,695,22,7.8,49,0.1,528,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,723.9583333333334,703.2962328767123,632.9274828767124,70.36875,0.09720000000000001,97.14595446930126,340.5691988950276,3403.798342541437
2018-03-12,397,23,6.8,56,0.9,497,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,413.5416666666667,392.8795662100457,352.6833162100457,40.196250000000006,0.09720000000000001,95.00362306338637,194.54096685082877,1901.450276243094
2018-03-13,309,0,6.4,62,0.7,506,-0.3,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,321.875,301.21289954337897,269.92664954337897,31.286250000000003,0.09720000000000001,93.58070665425366,151.41853591160222,1457.8038674033146
2018-03-13,231,1,5.9,65,1.0,596,-0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,240.62500000000003,219.96289954337902,196.574149543379,23.388750000000005,0.09720000000000001,91.41315305698868,113.19638121546964,1064.5718232044198
2018-03-13,161,2,5.4,66,0.6,623,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,167.70833333333334,147.04623287671234,130.74498287671233,16.301250000000003,0.09720000000000001,87.67974134263592,78.89444751381217,711.671270718232
2018-03-13,103,3,5.5,62,0.6,722,-1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,107.29166666666667,86.62956621004567,76.20081621004567,10.42875,0.09720000000000001,80.74211996276101,50.47284530386741,419.26795580110496
2018-03-13,88,4,6.2,59,0.8,493,-1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,91.66666666666667,71.00456621004567,62.09456621004566,8.910000000000002,0.09720000000000002,77.45952677459526,43.12243093922653,343.64640883977904
2018-03-13,97,5,6.8,56,0.9,570,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,101.04166666666667,80.37956621004567,70.55831621004566,9.821250000000001,0.09720000000000001,79.55091088829262,47.532679558011054,389.0193370165746
2018-03-13,252,6,7.0,58,0.7,537,-0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,262.5,241.837899543379,216.32289954337898,25.515,0.09720000000000001,92.12872363557295,123.48696132596686,1170.4419889502763
2018-03-13,668,7,7.2,56,0.5,545,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,695.8333333333334,675.1712328767123,607.5362328767123,67.635,0.09720000000000001,97.03059634156345,327.33845303867406,3267.67955801105
2018-03-13,1215,8,8.0,48,0.4,711,-2.3,0.12,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1265.625,1244.962899543379,1121.9441495433791,123.01875000000001,0.09720000000000001,98.36743897626698,595.3835635359117,6025.345303867404
2018-03-13,616,9,9.4,44,0.3,743,-2.2,0.33,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,641.6666666666667,621.0045662100457,558.6345662100457,62.37000000000001,0.09720000000000001,96.77993239637075,301.8570165745857,3005.524861878453
2018-03-13,428,10,10.9,40,0.5,714,-2.1,0.55,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,445.83333333333337,425.17123287671234,381.8362328767123,43.33500000000001,0.09720000000000001,95.36551017795416,209.73182320441995,2057.734806629834
2018-03-13,571,11,12.6,49,1.4,988,2.1,0.84,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,594.7916666666667,574.1295662100457,516.3158162100457,57.81375000000001,0.09720000000000001,96.52616174459612,279.80577348066305,2778.6602209944754
2018-03-13,626,12,15.5,47,3.3,1303,4.2,2.44,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,652.0833333333334,631.4212328767123,568.0387328767123,63.38250000000001,0.09720000000000001,96.83137117598145,306.7572928176796,3055.939226519337
2018-03-13,678,13,17.1,42,3.2,1305,4.0,2.6,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,706.25,685.587899543379,616.9403995433789,68.64750000000001,0.09720000000000001,97.07439285569967,332.238729281768,3318.0939226519336
2018-03-13,705,14,18.3,43,2.2,1509,5.4,2.43,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,734.375,713.712899543379,642.331649543379,71.38125000000001,0.09720000000000001,97.18643738463032,345.4694751381216,3454.21270718232
2018-03-13,815,15,18.6,47,3.3,1560,7.0,2.08,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,848.9583333333334,828.2962328767123,745.7774828767124,82.51875000000001,0.09720000000000001,97.56618203210353,399.37251381215475,4008.770718232044
2018-03-13,890,16,17.6,53,3.7,1735,7.8,1.4,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,927.0833333333334,906.4212328767123,816.3087328767124,90.11250000000001,0.09720000000000001,97.77127905187008,436.1245856353592,4386.878453038674
2018-03-13,1085,17,16.9,62,3.1,1562,9.5,0.95,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1130.2083333333335,1109.5462328767126,999.6899828767125,109.85625000000003,0.09720000000000001,98.17183258632663,531.6799723756907,5369.958563535913
2018-03-13,1749,18,15.7,68,3.3,1473,9.8,0.39,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1821.8750000000002,1801.2128995433793,1624.1266495433792,177.08625000000004,0.09720000000000001,98.86588813960229,857.0583149171272,8717.47237569061
2018-03-13,1224,19,14.1,77,2.0,1240,10.1,0.04,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1275.0,1254.337899543379,1130.407899543379,123.93,0.09720000000000001,98.3794431014415,599.7938121546962,6070.7182320442
2018-03-13,986,20,13.9,77,1.5,1010,9.9,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1027.0833333333335,1006.4212328767125,906.5887328767125,99.83250000000002,0.09720000000000001,97.98827419489288,483.16723756906083,4870.856353591161
2018-03-13,982,21,13.7,79,2.0,1035,10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1022.9166666666667,1002.2545662100457,902.8270662100457,99.42750000000001,0.09720000000000001,97.98007979242809,481.2071270718232,4850.690607734807
2018-03-13,912,22,13.5,81,2.8,933,10.2,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,950.0000000000001,929.3378995433791,836.997899543379,92.34000000000002,0.09720000000000001,97.82504205719779,446.9051933701659,4497.790055248619
2018-03-13,572,23,13.4,81,2.6,958,10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,595.8333333333334,575.1712328767123,517.2562328767124,57.915000000000006,0.09720000000000001,96.53223488839927,280.2958011049724,2783.7016574585637
2018-03-14,412,0,13.6,79,2.2,862,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,429.1666666666667,408.5045662100457,366.7895662100457,41.715,0.09720000000000001,95.18552999069026,201.89138121546964,1977.0718232044198
2018-03-14,309,1,13.7,73,2.2,1182,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,321.875,301.21289954337897,269.92664954337897,31.286250000000003,0.09720000000000001,93.58070665425366,151.41853591160222,1457.8038674033146
2018-03-14,226,2,13.8,70,1.3,1363,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,235.41666666666669,214.75456621004568,191.8720662100457,22.882500000000004,0.09720000000000001,91.22317856709904,110.74624309392267,1039.364640883978
2018-03-14,142,3,14.0,67,2.3,1733,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,147.91666666666669,127.25456621004568,112.87706621004568,14.377500000000003,0.09720000000000001,86.03125602932664,69.58392265193372,615.8839779005525
2018-03-14,82,4,14.0,70,1.5,1648,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,85.41666666666667,64.75456621004567,56.452066210045665,8.302500000000002,0.09720000000000002,75.81022385566321,40.18226519337018,313.39779005524866
2018-03-14,123,5,14.1,69,1.3,1923,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,128.125,107.462899543379,95.009149543379,12.453750000000001,0.09720000000000001,83.87348257044214,60.27339779005525,520.0966850828729
2018-03-14,290,6,14.1,69,1.6,1882,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,302.08333333333337,281.42123287671234,252.05873287671233,29.362500000000008,0.09720000000000001,93.1601322626358,142.10801104972379,1362.0165745856355
2018-03-14,786,7,14.1,69,1.1,1692,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,818.7500000000001,798.0878995433791,718.5053995433791,79.58250000000002,0.09720000000000002,97.47638467705391,385.1617127071824,3862.569060773481
2018-03-14,1371,8,14.2,67,0.9,1812,8.1,0.06,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1428.125,1407.462899543379,1268.649149543379,138.81375,0.0972,98.55320084330008,671.8278729281768,6811.809392265193
2018-03-14,761,9,14.6,62,1.2,1768,7.3,0.19,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,792.7083333333334,772.0462328767123,694.9949828767124,77.05125000000001,0.09720000000000001,97.39348010008459,372.91102209944756,3736.533149171271
2018-03-14,552,10,15.7,58,1.3,1980,7.4,0.69,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,575.0,554.337899543379,498.447899543379,55.89000000000001,0.09720000000000001,96.40659122493547,270.49524861878456,2682.8729281767955
2018-03-14,643,11,17.5,55,2.1,1892,8.3,1.35,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,669.7916666666667,649.1295662100457,584.0258162100457,65.10375000000002,0.09720000000000002,96.91514518843604,315.0877624309393,3141.6436464088397
2018-03-14,813,12,19.9,44,2.7,1874,7.2,2.22,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,846.8750000000001,826.2128995433791,743.896649543379,82.31625000000003,0.09720000000000002,97.56019478002999,398.392458563536,3998.6878453038676
2018-03-14,789,13,20.9,44,4.7,1795,8.1,2.66,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,821.8750000000001,801.2128995433791,721.3266495433791,79.88625000000002,0.09720000000000001,97.48598017257844,386.6317955801106,3877.6933701657463
2018-03-14,878,14,21.1,42,4.3,2000,7.6,2.49,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,914.5833333333334,893.9212328767123,805.0237328767123,88.89750000000001,0.09720000000000001,97.74081817330796,430.24425414364646,4326.381215469613
2018-03-14,1025,15,21.7,39,3.3,1979,7.1,2.09,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1067.7083333333335,1047.0462328767126,943.2649828767126,103.78125000000003,0.09720000000000001,98.06481790845307,502.2783149171272,5067.472375690609
2018-03-14,1049,16,21.7,41,3.2,2000,7.8,1.91,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1092.7083333333335,1072.0462328767126,965.8349828767125,106.21125000000002,0.09720000000000001,98.10909280854565,514.0389779005526,5188.4668508287305
2018-03-14,1325,17,20.5,49,3.5,2000,9.4,1.18,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1380.2083333333335,1359.5462328767126,1225.3899828767126,134.15625000000003,0.09720000000000001,98.50297234427501,649.2866022099449,6579.903314917128
2018-03-14,2100,18,19.2,53,2.4,2000,9.3,0.58,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,2187.5,2166.837899543379,1954.212899543379,212.62500000000003,0.09720000000000001,99.05544683626876,1029.0580110497237,10487.016574585636
2018-03-14,1478,19,17.9,54,2.9,2000,8.4,0.04,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1539.5833333333335,1518.9212328767126,1369.2737328767125,149.64750000000004,0.09720000000000001,98.65794205423842,724.2608287292819,7351.243093922653
2018-03-14,1275,20,17.2,60,2.5,1993,9.3,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1328.125,1307.462899543379,1178.369149543379,129.09375,0.0972,98.44426537738383,624.7852209944751,6327.831491712707
2018-03-14,1181,21,16.8,67,2.0,1775,10.6,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1230.2083333333335,1209.5462328767126,1089.9699828767125,119.57625000000003,0.09720000000000001,98.32043891292497,578.7226243093924,5853.936464088399
2018-03-14,983,22,16.2,71,2.0,1780,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1023.9583333333334,1003.2962328767123,903.7674828767123,99.52875000000002,0.09720000000000001,97.98213464513161,481.69715469613266,4855.732044198895
2018-03-14,587,23,16.1,69,1.8,1666,10.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,611.4583333333334,590.7962328767123,531.3624828767123,59.43375000000001,0.09720000000000001,96.620848988355,287.6462154696133,2859.3232044198894
2018-03-15,466,0,16.0,69,2.4,1863,10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,485.4166666666667,464.7545662100457,417.5720662100457,47.182500000000005,0.09720000000000001,95.7434299488506,228.35287292817682,2249.3093922651938
2018-03-15,355,1,16.3,68,2.1,1859,10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,369.7916666666667,349.1295662100457,313.1858162100457,35.94375000000001,0.09720000000000002,94.41250241173067,173.9598066298343,1689.7099447513813
2018-03-15,203,2,16.5,68,1.3,1724,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,211.45833333333334,190.79623287671234,170.24248287671233,20.553750000000004,0.09720000000000002,90.228760375194,99.47560773480664,923.4116022099448
2018-03-15,51,3,16.5,69,2.4,1659,10.7,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,53.12500000000001,32.462899543379,27.299149543379002,5.163750000000001,0.09720000000000001,61.10663443459576,24.991408839779012,157.1132596685083
2018-03-15,9,4,15.1,86,2.1,877,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,9.375,-11.287100456621005,-12.198350456621005,0.9112500000000001,0.09720000000000001,-120.3957382039574,4.410248618784531,-54.62707182320442
2018-03-15,8,5,14.5,94,2.0,487,13.5,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,8.333333333333334,-12.32876712328767,-13.138767123287671,0.8100000000000002,0.09720000000000001,-147.94520547945206,3.920220994475139,-59.66850828729281
2018-03-15,10,6,14.4,96,0.7,453,13.7,0.0,8.0,0.0,Spring,No Holiday,Yes,20.662100456621005,10.416666666666668,-10.245433789954337,-11.257933789954336,1.0125000000000002,0.09720000000000001,-98.35616438356162,4.9002762430939235,-49.58563535911601
2018-03-15,15,7,14.3,97,0.3,189,13.8,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,15.625000000000002,-5.037100456621003,-6.555850456621004,1.5187500000000003,0.09720000000000001,-32.23744292237441,7.350414364640885,-24.378453038674024
2018-03-15,39,8,14.1,97,1.1,342,13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,40.625,19.962899543378995,16.014149543378995,3.9487500000000004,0.09720000000000001,49.13944502985599,19.1110773480663,96.6160220994475
2018-03-15,32,9,14.1,98,1.1,253,13.7,0.06,17.0,0.0,Spring,No Holiday,Yes,20.662100456621005,33.333333333333336,12.671232876712331,9.43123287671233,3.2400000000000007,0.09720000000000001,38.013698630136986,15.680883977900557,61.32596685082874
2018-03-15,27,10,14.2,98,1.2,299,13.8,0.14,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,28.125000000000004,7.462899543378999,4.729149543378998,2.7337500000000006,0.09720000000000001,26.534753932014215,13.230745856353593,36.118784530386755
2018-03-15,65,11,13.9,98,1.4,296,13.5,0.13,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,67.70833333333334,47.04623287671234,40.464982876712334,6.581250000000002,0.09720000000000001,69.4836670179136,31.851795580110505,227.69337016574588
2018-03-15,204,12,13.3,97,2.9,771,12.8,0.19,2.0,0.0,Spring,No Holiday,Yes,20.662100456621005,212.50000000000003,191.83789954337902,171.18289954337902,20.655000000000005,0.09720000000000001,90.27665860864894,99.96563535911605,928.4530386740332
2018-03-15,269,13,12.7,97,2.6,467,12.2,0.23,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,280.20833333333337,259.54623287671234,232.30998287671233,27.236250000000005,0.09720000000000001,92.62616489280438,131.81743093922654,1256.146408839779
2018-03-15,289,14,12.1,97,2.0,177,11.6,0.2,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,301.0416666666667,280.3795662100457,251.1183162100457,29.261250000000004,0.09720000000000001,93.13646490022279,141.6179834254144,1356.9751381215472
2018-03-15,329,15,11.6,97,3.4,117,11.1,0.26,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,342.70833333333337,322.04623287671234,288.7349828767123,33.31125000000001,0.09720000000000001,93.97093725277928,161.2190883977901,1558.632596685083
2018-03-15,214,16,10.7,98,1.2,196,10.3,0.14,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,222.91666666666669,202.25456621004568,180.5870662100457,21.667500000000004,0.09720000000000001,90.73102035590833,104.86591160220998,978.8674033149173
2018-03-15,411,17,10.9,98,1.3,222,10.5,0.09,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,428.12500000000006,407.4628995433791,365.8491495433791,41.61375000000001,0.09720000000000001,95.17381595173818,201.40135359116024,1972.030386740332
2018-03-15,676,18,10.4,98,2.5,116,10.0,0.03,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,704.1666666666667,683.5045662100457,615.0595662100457,68.44500000000001,0.0972,97.06573721326092,331.2586740331492,3308.011049723757
2018-03-15,606,19,10.4,98,2.0,391,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,631.25,610.587899543379,549.230399543379,61.35750000000001,0.09720000000000001,96.72679596726795,296.95674033149174,2955.110497237569
2018-03-15,533,20,10.5,97,1.8,372,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,555.2083333333334,534.5462328767123,480.57998287671234,53.96625000000001,0.09720000000000001,96.27849597779434,261.1847237569061,2587.085635359116
2018-03-15,567,21,10.4,96,2.7,499,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,590.625,569.962899543379,512.5541495433789,57.408750000000005,0.09720000000000001,96.50165494914353,277.8456629834254,2758.4944751381217
2018-03-15,506,22,9.8,90,3.7,493,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,527.0833333333334,506.42123287671234,455.1887328767123,51.23250000000001,0.09720000000000001,96.07991769992961,247.95397790055253,2450.9668508287295
2018-03-15,343,23,9.3,90,4.1,609,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,357.2916666666667,336.6295662100457,301.9008162100457,34.728750000000005,0.09720000000000001,94.2170214465434,168.07947513812158,1629.2127071823206
2018-03-16,287,0,8.4,86,2.2,2000,6.1,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,298.95833333333337,278.29623287671234,249.23748287671233,29.058750000000007,0.09720000000000001,93.08863538733235,140.6379281767956,1346.8922651933703
2018-03-16,278,1,7.2,83,2.1,2000,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,289.58333333333337,268.92123287671234,240.77373287671233,28.147500000000004,0.09720000000000001,92.86488617325317,136.22767955801106,1301.5193370165748
2018-03-16,178,2,6.7,72,2.1,2000,1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,185.41666666666669,164.75456621004568,146.73206621004567,18.022500000000004,0.09720000000000001,88.85639525935048,87.22491712707185,797.3756906077349
2018-03-16,102,3,6.1,67,2.6,2000,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,106.25000000000001,85.58789954337901,75.26039954337901,10.327500000000002,0.09720000000000001,80.55331721729789,49.982817679558025,414.2265193370166
2018-03-16,85,4,5.7,62,2.4,2000,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,88.54166666666667,67.87956621004567,59.273316210045664,8.606250000000001,0.09720000000000001,76.66398066075746,41.652348066298345,328.5220994475138
2018-03-16,85,5,5.2,60,2.0,2000,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,88.54166666666667,67.87956621004567,59.273316210045664,8.606250000000001,0.09720000000000001,76.66398066075746,41.652348066298345,328.5220994475138
2018-03-16,222,6,4.4,61,1.7,2000,-2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,231.25000000000003,210.58789954337902,188.110399543379,22.477500000000006,0.09720000000000001,91.06503764038011,108.7861325966851,1019.1988950276244
2018-03-16,652,7,3.7,59,2.9,2000,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,679.1666666666667,658.5045662100457,592.4895662100457,66.01500000000001,0.09720000000000001,96.95772754012943,319.4980110497238,3187.0165745856357
2018-03-16,1176,8,3.8,56,2.4,2000,-4.1,0.32,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,1225.0,1204.337899543379,1085.2678995433791,119.07000000000001,0.09720000000000001,98.3132979219085,576.2724861878453,5828.729281767956
2018-03-16,683,9,5.2,51,1.7,2000,-4.1,1.08,0.0,0.0,Spring,No Holiday,Yes,20.662100456621005,711.4583333333334,690.7962328767123,621.6424828767123,69.15375000000002,0.09720000000000002,97.0958101847209,334.688867403315,3343.301104972376
